PC1.PV,FC3.PV,LC1.PV,FC1.PV,FC4.PV,TC1.PV,FC6.PV,PC2.PV,LC3.PV,FC5.PV,LC2.PV,FC8.PV,TC2.PV,FC7.PV,PC1.OP,FC3.OP,LC1.OP,FC1.OP,FC4.OP,TC1.OP,FC6.OP,PC2.OP,LC3.OP,FC5.OP,LC2.OP,FC8.OP,TC2.OP,FC7.OP,TI1.PV,TI2.PV,FI1.PV,PI1.PV,TI5.PV,TI4.PV,TI6.PV,FI5.PV,TI3.PV,FI4.PV,TI8.PV,TI7.PV,PI2.PV,FI3.PV,LI1.PV,FC3.SP,FC1.SP,FC6.SP,FC5.SP,FC8.SP
4.2034,6393.6,55.181,7.8943,13.348,108.48,1885.4,7.6326,42.129,4.6406,43.019,0.89559,65.684,709.58,61.667,25.781,48.25,20.056,13.792,23.774,39.913,45.5,61.486,46.389,11.556,9.4444,16.024,61.983,81.45,62.496,33.205,31.731,90.747,99.288,117.36,9.2952,15.658,2.2654,88.162,91.64,1.5821,2.5665,37.448,6403.4,7.918,1862.8,4.5794,0.88846
4.1895,6401.3,55.334,7.8943,13.348,108.48,1851.8,7.642,42.188,4.6232,43.071,0.89402,65.637,709.69,61.806,25.729,47.75,20.049,13.833,23.773,40.611,45.833,61.694,46.556,11.667,9.4688,16.199,62.014,81.45,62.496,30.176,31.772,90.788,99.33,117.41,9.4931,15.626,2.2647,88.162,91.64,1.579,2.611,37.417,6405.8,7.8756,1867.9,4.5794,0.89159
4.1811,6391.8,55.462,7.8943,13.358,108.56,1862.4,7.6514,42.063,4.5947,42.96,0.89402,65.637,709.3,61.861,25.84,47.333,19.677,13.837,23.607,40.222,46.056,61.417,46.611,11.444,9.4618,16.22,62.059,81.45,62.496,29.707,31.769,90.83,99.371,117.41,9.7686,15.626,2.262,88.162,91.64,1.5759,2.5794,37.386,6420.1,7.8246,1860.2,4.5627,0.89196
4.2145,6393.6,55.309,7.8943,13.292,108.6,1846,7.6549,41.965,4.5947,43.012,0.89246,65.637,708.33,61.528,25.705,47.75,20.007,13.927,23.524,40.399,46.222,61.208,46.278,11.556,9.4618,16.24,62.083,81.45,62.496,33.253,31.745,90.872,99.455,117.46,9.7158,15.626,2.2638,88.162,91.64,1.5696,2.6468,37.386,6391.5,7.8671,1852.5,4.5544,0.89234
4.2089,6401.3,55.24,7.8823,13.369,108.6,1861.6,7.6511,42.267,4.577,42.95,0.89246,65.684,710.68,61.583,25.698,48,20.049,13.941,23.524,40.67,46.222,61.903,46.5,11.444,9.3924,16.105,62.073,81.45,62.455,28.98,31.738,90.872,99.455,117.46,9.593,15.626,2.2651,88.162,91.64,1.5665,2.5522,37.323,6389.1,7.8926,1878.1,4.5551,0.88996
4.1756,6409.4,55.035,7.9,13.44,108.65,1859.8,7.6493,42.163,4.577,42.856,0.89709,65.684,708.33,61.917,25.788,48.583,20.233,13.837,23.44,40.552,46.278,61.625,46.222,11.222,9.2361,16.122,62.142,81.45,62.496,30.263,31.758,90.913,99.538,117.46,9.5305,15.626,2.2672,88.162,91.59,1.5665,2.5616,37.354,6424.9,7.952,1867.9,4.546,0.89021
4.2089,6393.6,55.153,7.8943,13.343,108.65,1849.3,7.6799,41.726,4.5356,42.901,0.89559,65.637,705.49,61.583,25.729,48.167,20.174,13.944,23.439,39.854,47,60.583,46.889,11.333,9.2847,16.296,62.236,81.45,62.496,33.982,31.762,90.913,99.58,117.46,9.8512,15.595,2.2742,88.162,91.59,1.5571,2.5665,37.323,6396.3,7.9096,1829.5,4.546,0.89334
4.1839,6416.9,55.129,7.906,13.358,108.69,1824.5,7.6611,41.434,4.577,42.814,0.89402,65.637,707.73,61.833,25.757,48.333,20.427,13.983,23.357,39.406,46.778,59.819,45.833,11.167,9.2847,16.316,62.219,81.45,62.496,28.331,31.745,90.955,99.58,117.46,9.559,15.595,2.2713,88.162,91.59,1.5665,2.5547,37.323,6417.8,7.9265,1801.4,4.5377,0.89371
4.1922,6409.4,55.278,7.9088,13.456,108.69,1835,7.6278,41.979,4.5537,42.856,0.89246,65.59,707.5,61.75,25.747,47.917,20.476,13.837,23.354,40.108,46.167,61.139,46.167,11.222,9.3785,16.496,62.25,81.5,62.496,31.309,31.786,90.913,99.58,117.46,9.4695,15.595,2.274,88.121,91.59,1.5508,2.5752,37.323,6410.6,7.8841,1850,4.5377,0.89696
4.2061,6405.5,55.136,7.9205,13.353,108.69,1863.1,7.6107,42.094,4.5711,42.936,0.89246,65.59,707.06,61.611,25.715,48.25,20.674,13.955,23.351,39.913,45.778,61.417,45.778,11.389,9.4271,16.517,62.267,81.5,62.455,32.014,31.828,90.913,99.58,117.41,9.6291,15.595,2.2733,88.121,91.59,1.5477,2.5988,37.292,6398.6,7.918,1860.2,4.537,0.89734
4.2034,6405.5,55.313,7.9294,13.384,108.65,1838.7,7.6,42.035,4.4995,42.998,0.89402,65.59,707.73,61.639,25.715,47.75,20.184,13.958,23.433,40.34,45.667,61.278,47.389,11.556,9.4792,16.54,62.288,81.45,62.496,30.068,31.783,90.955,99.58,117.41,9.4924,15.564,2.2699,88.121,91.59,1.5633,2.5814,37.292,6401,7.8671,1855.1,4.5453,0.89771
4.2173,6393.6,55.129,7.9294,13.379,108.65,1872,7.5975,42.25,4.5356,42.846,0.89246,65.59,709.3,61.5,25.698,48.167,20.212,13.951,23.433,40.205,45.611,61.833,46.778,11.222,9.5764,16.565,62.288,81.45,62.496,30.87,31.762,90.913,99.58,117.36,9.5756,15.564,2.2657,88.121,91.59,1.5665,2.5571,37.261,6389.1,7.9096,1875.5,4.5453,0.89821
4.1978,6399.5,54.962,7.9326,13.312,108.65,1901.1,7.593,42.379,4.4995,42.86,0.8894,65.637,709.45,61.694,25.74,48.667,20.389,14.066,23.434,40.125,45.5,62.181,47.611,11.222,9.7361,16.431,62.306,81.45,62.496,31.945,31.758,90.955,99.58,117.36,9.9539,15.564,2.2571,88.162,91.59,1.5759,2.619,37.261,6405.8,7.9605,1888.3,4.5453,0.89859
4.2034,6397.4,54.959,7.9382,13.42,108.65,1859.3,7.6132,42.205,4.5297,42.967,0.89246,65.637,711.25,61.611,25.705,48.75,20.399,13.969,23.431,40.611,45.889,61.764,47,11.389,9.7049,16.451,62.292,81.5,62.496,30.19,31.783,90.955,99.58,117.36,9.8207,15.533,2.2514,88.162,91.64,1.5759,2.5745,37.23,6398.6,7.969,1873,4.5453,0.89609
4.2034,6393.6,55.306,7.9326,13.384,108.69,1877.4,7.6458,42.243,4.5356,42.88,0.89096,65.684,706.51,61.611,25.729,47.667,20.028,13.997,23.347,40.438,46.556,61.972,46.778,11.222,9.7465,16.314,62.406,81.5,62.496,31.306,31.727,90.955,99.621,117.36,9.6818,15.533,2.2509,88.162,91.64,1.5602,2.6183,37.199,6398.6,7.8586,1880.6,4.537,0.89371
4.1839,6387.9,55.139,7.9382,13.41,108.73,1864.5,7.6834,42.049,4.5356,42.853,0.89246,65.684,708.18,61.806,25.806,48.167,20.212,13.972,23.26,40.378,47.444,61.417,46.611,11.167,9.7535,16.332,62.385,81.54,62.496,31.217,31.758,90.955,99.663,117.41,9.5139,15.533,2.2527,88.162,91.59,1.554,2.5821,37.199,6415.4,7.9096,1862.8,4.528,0.89396
4.2061,6391.8,54.837,7.9442,13.42,108.81,1857.8,7.6893,41.875,4.5234,42.908,0.89246,65.731,709.17,61.583,25.74,49.083,20.469,13.941,23.094,39.972,47.722,61,46.667,11.278,9.7188,16.192,62.372,81.54,62.496,30.611,31.772,90.997,99.746,117.46,10.025,15.501,2.252,88.162,91.59,1.5665,2.5449,37.168,6396.3,8.003,1844.9,4.5196,0.89146
4.1978,6390,54.99,7.9442,13.394,108.86,1830.4,7.6935,41.66,4.5356,42.898,0.89402,65.731,708.72,61.667,25.757,48.667,20.524,13.955,23.005,39.913,47.889,60.444,46,11.278,9.6771,16.207,62.417,81.59,62.496,32.122,31.79,91.038,99.746,117.51,9.6659,15.501,2.2586,88.162,91.59,1.5665,2.5867,37.168,6403.4,7.9605,1824.4,4.5022,0.89171
4.195,6405.5,55.039,7.9471,13.379,108.86,1818.7,7.7105,41.719,4.5415,42.926,0.89246,65.731,713.75,61.694,25.722,48.5,20.573,13.997,23.002,40.125,48.389,60.583,45.778,11.333,9.6597,16.222,62.313,81.59,62.496,30.53,31.821,91.038,99.83,117.51,9.3015,15.47,2.2645,88.162,91.59,1.5571,2.5818,37.168,6405.8,7.9435,1829.5,4.5022,0.89196
4.2034,6399.5,55.105,7.9527,13.466,108.9,1831.7,7.7591,41.826,4.5356,42.891,0.89402,65.731,709.01,61.611,25.705,48.333,20.319,13.917,22.915,40.049,49.611,60.861,45.611,11.278,9.6111,16.237,62.431,81.59,62.496,30.651,31.786,91.08,99.913,117.51,10.188,15.47,2.2676,88.162,91.59,1.5633,2.5766,37.137,6398.6,7.9265,1839.8,4.4939,0.89234
4.2089,6397.4,54.917,7.9527,13.333,108.98,1797.1,7.8106,41.226,4.4995,42.703,0.89559,65.731,708.72,61.556,25.715,48.833,20.632,14.049,22.744,39.368,50.944,59.264,45.889,10.889,9.5521,16.252,62.465,81.59,62.496,31.478,31.765,91.122,99.996,117.65,10.039,15.47,2.2649,88.162,91.59,1.5852,2.5575,37.137,6393.9,7.9775,1781,4.4765,0.89259
4.2034,6405.5,55.122,7.9527,13.374,109.02,1774.6,7.6823,41.319,4.4995,42.832,0.89559,65.637,707.89,61.611,25.688,48.167,20.566,14.031,22.653,39.757,48.611,59.472,45.611,11.111,9.5278,16.579,62.479,81.59,62.496,31.863,31.734,91.163,99.996,117.65,10.038,15.439,2.2673,88.162,91.59,1.5571,2.6273,37.106,6398.6,7.952,1788.6,4.4675,0.89284
4.2089,6391.8,55.091,7.9527,13.461,108.9,1813.7,7.5565,42.028,4.4995,42.752,0.89096,65.778,709.3,61.528,25.674,48.333,20.438,13.972,22.9,40.302,46.111,61.208,45.611,10.944,9.5104,16.123,62.479,81.59,62.496,30.471,31.724,91.205,99.996,117.51,10.15,15.439,2.267,88.162,91.59,1.5665,2.5703,37.075,6384.3,7.9435,1850,4.4751,0.89021
4.2089,6391.8,54.99,7.9499,13.466,108.86,1833,7.5576,41.649,4.4755,42.801,0.89402,65.778,710.29,61.528,25.722,48.583,20.302,13.917,22.98,39.389,46.056,60.167,46.667,11,9.3924,16.136,62.479,81.64,62.496,31.642,31.724,91.122,99.913,117.36,10.296,15.408,2.2623,88.121,91.59,1.5696,2.5804,37.075,6391.5,7.952,1814.2,4.5002,0.89046
4.1783,6413.3,54.893,7.9559,13.348,108.77,1860.1,7.5263,42.201,4.4936,42.891,0.89402,65.778,708.62,61.833,25.757,48.917,20.438,14.042,23.144,40.302,45.333,61.625,46.5,11.222,9.3438,16.148,62.531,81.64,62.455,32.174,31.717,91.122,99.83,117.27,9.9942,15.408,2.2634,88.121,91.59,1.554,2.5689,37.044,6417.8,7.986,1873,4.5078,0.89071
4.2034,6405.5,54.872,7.9559,13.502,108.73,1854.7,7.5367,42.156,4.481,42.686,0.89246,65.731,705.49,61.583,25.715,49,20.438,13.899,23.225,40.319,45.444,61.556,47.278,10.778,9.4271,16.319,62.622,81.59,62.496,29.87,31.748,91.08,99.746,117.22,9.457,15.408,2.2586,88.121,91.59,1.5571,2.5703,37.044,6396.3,7.9945,1862.8,4.5245,0.89384
4.1978,6411.2,54.813,7.9616,13.43,108.73,1865.6,7.5433,42.375,4.4755,42.714,0.89402,65.731,708.46,61.639,25.729,49.167,20.378,13.931,23.223,40.573,45.444,62.042,47.556,10.833,9.4201,16.334,62.58,81.59,62.455,32.186,31.731,91.038,99.746,117.22,9.9615,15.376,2.2631,88.121,91.59,1.5508,2.5498,37.044,6401,8.0115,1883.2,4.5245,0.89409
4.1922,6409.4,55.025,7.9588,13.292,108.73,1852.5,7.5614,41.965,4.4873,42.679,0.89246,65.731,706.51,61.722,25.781,48.5,20.135,14.122,23.219,40.049,45.722,61,47.444,10.722,9.4618,16.349,62.628,81.59,62.455,30.532,31.738,91.038,99.746,117.27,10.014,15.376,2.2627,88.162,91.59,1.5508,2.5658,37.013,6408.2,7.9435,1844.9,4.5238,0.89434
4.1839,6395.7,54.782,7.9644,13.471,108.77,1853.4,7.5471,42.118,4.4995,42.901,0.89402,65.731,707.34,61.806,25.847,49.25,20.674,13.958,23.133,40.281,45.389,61.417,47.222,11.167,9.4444,16.364,62.615,81.64,62.496,29.464,31.748,91.038,99.746,117.27,9.8734,15.345,2.2669,88.162,91.54,1.5477,2.5463,37.013,6415.4,8.02,1860.2,4.5154,0.89459
4.1811,6407.3,55.143,7.9616,13.415,108.77,1861.1,7.5749,41.962,4.4755,42.738,0.89559,65.731,710.13,61.833,25.813,48.167,20.125,13.951,23.131,39.854,45.889,61,47.833,10.833,9.4201,16.379,62.559,81.68,62.496,33.375,31.762,91.038,99.746,117.27,9.9393,15.345,2.2703,88.121,91.54,1.5446,2.5675,36.982,6415.4,7.9011,1847.4,4.5148,0.89484
4.2117,6409.4,55.035,7.9733,13.292,108.82,1857.1,7.5954,41.892,4.4755,42.634,0.89402,65.731,709.45,61.528,25.74,48.5,20.104,14.139,23.045,39.736,46.278,60.861,47.944,10.556,9.4618,16.394,62.576,81.68,62.496,29.985,31.741,91.038,99.83,117.32,10.111,15.314,2.272,88.121,91.54,1.5477,2.5582,36.95,6391.5,7.9435,1839.8,4.5148,0.89509
4.1922,6405.5,54.896,7.9559,13.512,108.86,1848.8,7.6,41.767,4.4755,42.714,0.89402,65.731,712.63,61.722,25.806,48.917,19.969,13.91,22.957,39.563,46.389,60.583,47.889,10.722,9.4792,16.409,62.531,81.68,62.455,30.58,31.762,91.08,99.83,117.32,9.5722,15.314,2.2685,88.121,91.54,1.5633,2.531,36.95,6408.2,7.986,1829.5,4.5064,0.89534
4.1811,6407.3,55.198,7.9588,13.404,108.86,1849.5,7.6059,42.021,4.4936,42.755,0.89402,65.778,703.98,61.861,25.847,48,19.743,14.007,22.956,40.028,46.444,61.139,47.389,10.833,9.4514,16.266,62.698,81.68,62.496,32.038,31.748,91.122,99.913,117.32,10.106,15.314,2.2659,88.121,91.54,1.5414,2.57,36.919,6420.1,7.9096,1852.5,4.4974,0.89284
4.1895,6414.8,54.75,7.9559,13.358,108.9,1858.8,7.633,42.021,4.4995,42.669,0.89402,65.778,715.26,61.778,25.788,49.417,20.271,14.073,22.869,39.875,47,61.139,47.167,10.667,9.4375,16.278,62.472,81.68,62.455,29.56,31.765,91.122,99.996,117.36,9.6971,15.283,2.2622,88.121,91.54,1.5665,2.5734,36.919,6413,8.037,1850,4.489,0.89309
4.1922,6399.5,54.993,7.9616,13.451,108.9,1851.4,7.6862,41.75,4.4873,42.644,0.89246,65.778,712.08,61.75,25.823,48.583,20.194,13.969,22.869,39.542,48.222,60.514,47.389,10.556,9.4792,16.291,62.524,81.68,62.496,33.755,31.772,91.163,100.04,117.41,10.212,15.283,2.2577,88.121,91.59,1.5602,2.5682,36.919,6410.6,7.952,1827,4.489,0.89321
4.1922,6401.3,55.171,7.9672,13.302,109.02,1825.1,7.6914,41.774,4.5057,42.738,0.89402,65.778,715.7,61.75,25.806,48.083,20.097,14.163,22.612,39.931,48.389,60.444,46.389,10.722,9.4688,16.304,62.444,81.68,62.496,30.801,31.758,91.205,100.08,117.46,10.239,15.251,2.2582,88.121,91.59,1.5665,2.5988,36.888,6410.6,7.9011,1824.4,4.4633,0.89346
4.1895,6405.5,54.757,7.9672,13.353,109.06,1843.5,7.7119,41.559,4.4995,42.53,0.89246,65.778,710.42,61.778,25.757,49.333,20.674,14.153,22.522,39.135,49,59.958,46.222,10.333,9.5104,16.316,62.538,81.73,62.496,30.407,31.772,91.205,100.16,117.51,10.094,15.251,2.2602,88.162,91.59,1.5571,2.5745,36.857,6401,8.037,1806.5,4.4543,0.89371
4.1867,6418.9,54.948,7.9644,13.4,109.06,1808.3,7.6987,41.653,4.4995,42.828,0.89246,65.778,710.81,61.806,25.781,48.833,20.566,14.115,22.516,39.795,48.889,60.097,46.056,10.889,9.5104,16.328,62.538,81.73,62.496,30.481,31.762,91.288,100.16,117.51,9.8817,15.22,2.261,88.162,91.59,1.5727,2.5728,36.857,6415.4,7.9775,1811.6,4.4536,0.89396
4.1922,6411.2,54.816,7.9761,13.39,109.11,1798.5,7.6862,41.486,4.4873,42.63,0.89402,65.778,711.8,61.75,25.781,49.25,20.944,14.118,22.426,39.622,48.833,59.75,45.944,10.444,9.5035,16.341,62.503,81.73,62.496,31.601,31.769,91.288,100.21,117.51,9.9692,15.22,2.2628,88.162,91.59,1.5696,2.5693,36.857,6410.6,8.02,1798.9,4.4445,0.89421
4.2173,6403.4,54.914,8.014,13.404,109.1,1824.9,7.6312,41.733,4.4936,42.561,0.89402,65.825,711.12,61.5,25.715,48.917,20.83,14.101,22.422,39.427,47.833,60.236,45.556,10.333,9.4271,16.194,62.497,81.78,62.496,30.492,31.765,91.288,100.21,117.51,9.8436,15.22,2.2622,88.162,91.59,1.5602,2.6537,36.826,6389.1,7.986,1816.8,4.4439,0.89159
4.2006,6413.3,54.737,8.0366,13.384,109.06,1781,7.5367,41.427,4.4873,42.554,0.89402,65.825,709.58,61.667,25.681,49.417,20.878,14.118,22.499,39.66,45.944,59.472,45.667,10.333,9.3854,16.204,62.514,81.78,62.496,31.292,31.804,91.247,100.16,117.41,10.189,15.22,2.2619,88.162,91.59,1.579,2.4841,36.795,6389.1,8.054,1788.6,4.4522,0.89171
4.2061,6414.8,54.858,8.0455,13.379,108.9,1813.6,7.437,41.781,4.4873,42.554,0.89402,65.825,711.4,61.611,25.722,49.083,20.594,14.135,22.829,39.622,43.722,60.306,46.278,10.278,9.3368,16.214,62.455,81.78,62.455,30.523,31.8,91.205,100.04,117.27,10.311,15.189,2.2616,88.246,91.59,1.5852,2.5505,36.795,6398.6,8.003,1819.3,4.4849,0.89184
4.2228,6414.8,54.771,8.0479,13.547,108.85,1846.1,7.4352,42.135,4.4755,42.592,0.89559,65.918,710.96,61.444,25.656,49.333,20.615,13.951,22.906,39.931,43.389,61.208,46.667,10.333,9.1528,15.909,62.462,81.78,62.496,30.023,31.786,91.163,99.913,117.13,10.132,15.189,2.2634,88.329,91.59,1.5633,2.588,36.764,6384.3,8.0285,1852.5,4.4925,0.88646
4.1672,6414.8,54.934,8.0423,13.364,108.77,1867.7,7.4602,42.24,4.463,42.551,0.89402,65.965,712.08,62,25.84,48.917,20.517,14.094,23.07,39.816,43.611,61.417,47.389,10.222,8.9583,15.756,62.434,81.82,62.455,33.34,31.786,91.08,99.83,117.08,10.066,15.189,2.266,88.371,91.59,1.5727,2.5595,36.764,6432.1,7.986,1860.2,4.5092,0.88371
4.1811,6411.2,54.785,8.0511,13.506,108.77,1870.9,7.4759,42.594,4.481,42.394,0.89402,66.059,715.83,61.889,25.823,49.333,20.34,13.965,23.068,40.688,43.722,62.389,47.222,9.8889,8.6597,15.442,62.337,81.82,62.455,30.275,31.776,91.038,99.83,117.13,9.9962,15.158,2.2715,88.287,91.59,1.5446,2.5846,36.733,6422.5,8.0285,1896,4.5092,0.88083
4.1728,6416.9,55.184,8.0511,13.358,108.81,1848.7,7.5437,42.17,4.4936,42.599,0.89402,66.059,711.8,61.972,25.84,48.083,19.785,14.09,22.984,40.455,44.944,61.347,46.944,10.278,8.3403,15.439,62.406,81.82,62.496,32.547,31.783,91.038,99.83,117.18,9.7374,15.158,2.279,88.287,91.54,1.5446,2.5443,36.702,6429.7,7.935,1857.6,4.5002,0.87796
4.1867,6407.3,55.16,8.0455,13.353,108.85,1845,7.5673,42.045,4.4873,42.557,0.89246,66.012,713.46,61.833,25.813,48.25,19.628,14.125,22.898,40.163,45.333,61,46.944,10.167,8.191,15.594,62.361,81.87,62.496,29.81,31.776,91.08,99.913,117.22,9.7082,15.158,2.2871,88.204,91.54,1.554,2.5682,36.702,6417.8,7.952,1847.4,4.4918,0.88071
4.1811,6418.9,55.108,8.0479,13.435,108.9,1860.3,7.5958,41.924,4.4873,42.523,0.89096,65.965,711.4,61.889,25.806,48.417,19.226,14.028,22.81,39.681,45.833,60.861,46.778,10.056,8.1007,15.752,62.399,81.87,62.496,31.578,31.779,91.08,99.996,117.27,9.9248,15.158,2.293,88.162,91.54,1.5508,2.5585,36.702,6422.5,7.9435,1837.2,4.4828,0.88358
4.1922,6397.4,54.757,8.0423,13.374,108.9,1883.3,7.5694,42.392,4.5057,42.606,0.88784,65.918,709.69,61.778,25.83,49.5,19.354,14.08,22.807,40.066,45.333,61.972,46.389,10.222,8.0903,15.911,62.399,81.87,62.496,31.903,31.762,91.122,100.04,117.32,10.042,15.158,2.2957,88.162,91.54,1.5446,2.5971,36.671,6413,8.0455,1878.1,4.4828,0.88646
4.2173,6386.1,55.042,8.0479,13.461,108.98,1841.7,7.634,42.031,4.4936,42.46,0.88784,65.918,709.69,61.528,25.813,48.667,18.826,14.01,22.633,40.417,46.611,61.069,46.222,9.8889,8.0729,15.915,62.365,81.87,62.496,30.249,31.748,91.163,100.12,117.32,9.9865,15.126,2.2908,88.121,91.54,1.5508,2.5436,36.671,6401,7.952,1850,4.4654,0.88646
4.1922,6401.3,54.636,8.0479,13.425,109.06,1817.6,7.6344,41.788,4.4755,42.537,0.8894,65.918,713.46,61.778,25.806,49.833,19.167,14.021,22.46,40.205,46.667,60.444,46.111,10.056,8.0313,15.92,62.292,81.87,62.496,31.587,31.779,91.205,100.21,117.36,10.044,15.126,2.2857,88.162,91.54,1.5633,2.5109,36.64,6413,8.0794,1824.4,4.448,0.88658
4.2034,6395.7,54.643,8.0479,13.394,109.1,1813.2,7.6226,41.885,4.5057,42.738,0.88784,65.918,713.46,61.667,25.781,49.833,19.149,14.066,22.371,40.26,46.5,60.722,45.167,10.444,8.0556,15.924,62.274,81.92,62.538,31.96,31.752,91.205,100.25,117.41,9.6374,15.126,2.2824,88.162,91.54,1.5633,2.5728,36.64,6396.3,8.0964,1832.1,4.439,0.88671
4.1756,6405.5,55.063,8.0423,13.446,109.1,1825.7,7.6354,41.806,4.4936,42.373,0.88784,65.918,710.68,61.944,25.865,48.583,18.514,14.049,22.364,39.854,46.778,60.444,45.222,9.6667,8.0486,15.929,62.295,81.87,62.496,30.754,31.755,91.288,100.25,117.41,9.8144,15.126,2.2789,88.204,91.59,1.554,2.5703,36.609,6427.3,7.952,1824.4,4.4383,0.88671
4.1978,6407.3,55.157,8.0479,13.39,109.15,1809.6,7.6448,41.594,4.481,42.512,0.88465,65.918,710.13,61.722,25.781,48.333,18.212,14.09,22.274,39.601,47.056,59.889,45.056,9.9444,8.1146,15.933,62.302,81.87,62.496,31.21,31.783,91.33,100.29,117.41,9.5409,15.095,2.2769,88.204,91.59,1.5602,2.571,36.609,6408.2,7.9265,1804,4.4293,0.88683
4.2034,6405.5,54.615,8.0394,13.425,109.1,1833.6,7.6476,41.844,4.432,42.349,0.88627,65.918,708.18,61.667,25.757,49.917,18.642,14.097,22.35,39.563,47.167,60.514,45.889,9.5556,8.1007,15.938,62.337,81.87,62.538,31.434,31.745,91.372,100.33,117.41,10.043,15.095,2.2752,88.204,91.59,1.5665,2.588,36.577,6403.4,8.0879,1827,4.4286,0.88696
4.1978,6390,54.872,8.0394,13.471,109.15,1854.1,7.6493,42.146,4.4505,42.342,0.88465,65.965,709.69,61.694,25.813,49.083,18.191,14.042,22.257,39.913,47.278,61.278,45.389,9.5556,8.1319,15.786,62.292,81.87,62.58,30.339,31.738,91.372,100.37,117.41,9.568,15.095,2.2762,88.204,91.59,1.5602,2.5522,36.577,6405.8,8.003,1855.1,4.4279,0.88696
4.1867,6390,54.927,8.0394,13.369,109.19,1815.3,7.7101,41.705,4.432,42.408,0.88627,65.965,708.85,61.806,25.865,48.917,17.976,14.128,22.168,39.892,48.611,60.167,45.5,9.6111,8.0313,15.788,62.295,81.87,62.538,31.622,31.713,91.372,100.41,117.46,9.7353,15.095,2.2727,88.204,91.59,1.5696,2.5644,36.546,6415.4,7.986,1814.2,4.4188,0.88421
4.2006,6395.7,55.091,8.0423,13.435,109.27,1794.4,7.7188,41.611,4.4445,42.36,0.88627,65.965,711.64,61.667,25.813,48.5,17.819,14.087,21.993,39.913,49,59.889,44.833,9.5556,8.0069,15.79,62.215,81.87,62.496,30.481,31.717,91.372,100.46,117.51,9.9706,15.095,2.2704,88.204,91.59,1.5633,2.5734,36.546,6403.4,7.9605,1801.4,4.4014,0.88421
4.1839,6391.8,54.931,8.0479,13.404,109.27,1812.2,7.7122,41.625,4.4195,42.582,0.88627,66.012,713.36,61.833,25.882,49,17.646,14.097,21.984,39.583,49.056,59.889,45.111,9.9444,7.9167,15.634,62.17,81.87,62.538,31.583,31.741,91.413,100.5,117.55,9.6569,15.095,2.2678,88.204,91.59,1.5665,2.5665,36.515,6417.8,7.9945,1804,4.4008,0.88146
4.1895,6411.2,54.976,8.0423,13.292,109.27,1784.3,7.7265,41.483,4.4195,42.384,0.88308,66.012,712.08,61.778,25.806,48.917,17.76,14.229,21.975,39.601,49.556,59.472,45,9.5,7.9306,15.633,62.17,81.87,62.496,30.45,31.745,91.455,100.54,117.55,9.9581,15.064,2.268,88.246,91.59,1.5571,2.5533,36.515,6413,7.986,1788.6,4.3994,0.88146
4.1922,6405.5,54.802,8.0394,13.348,109.31,1813.6,7.7188,41.813,4.4133,42.516,0.88465,66.012,711.4,61.75,25.83,49.417,17.851,14.229,21.882,39.698,49.556,60.306,44.833,9.7222,7.875,15.632,62.181,81.87,62.538,29.83,31.755,91.455,100.58,117.55,9.6853,15.064,2.2658,88.246,91.59,1.5727,2.5425,36.453,6410.6,8.037,1819.3,4.3903,0.88146
4.1867,6390,54.743,8.0479,13.4,109.35,1788.3,7.7647,41.26,4.3816,42.36,0.88152,66.012,708.02,61.806,25.889,49.667,17.91,14.184,21.789,39.017,50.778,58.847,45.111,9.4444,7.8819,15.632,62.247,81.87,62.496,31.521,31.755,91.455,100.62,117.6,10.331,15.064,2.2693,88.204,91.59,1.5696,2.5821,36.484,6415.4,8.0624,1768.2,4.3806,0.88146
4.1978,6391.8,54.827,8.0423,13.44,109.4,1763.2,7.6997,41.326,4.3879,42.474,0.88152,66.012,708.62,61.694,25.83,49.417,17.674,14.142,21.698,39.368,49.667,58.917,44.778,9.6667,7.8646,15.631,62.219,81.87,62.538,30.172,31.769,91.538,100.62,117.6,9.7381,15.064,2.272,88.246,91.59,1.5727,2.5582,36.453,6405.8,8.037,1768.2,4.3716,0.88146
4.2228,6399.5,54.716,8.0423,13.44,109.35,1770.5,7.6392,41.483,4.407,42.387,0.88465,66.012,711.93,61.444,25.688,49.667,17.549,14.128,21.769,39.486,48.611,59.264,44.667,9.4444,7.7743,15.63,62.135,81.87,62.538,31.608,31.741,91.538,100.58,117.51,9.9865,15.064,2.2762,88.204,91.59,1.5633,2.5662,36.453,6384.3,8.0624,1781,4.3875,0.88146
4.2089,6391.8,54.827,8.0306,13.323,109.27,1792.2,7.5798,41.451,4.3816,42.349,0.88152,66.012,710.13,61.583,25.799,49.417,17.576,14.278,21.928,38.979,47.389,59.194,45.278,9.3333,7.7986,15.63,62.156,81.87,62.58,30.316,31.755,91.538,100.58,117.46,10.421,15.064,2.2756,88.204,91.59,1.5571,2.6534,36.422,6396.3,8.037,1775.9,4.3945,0.88133
4.2312,6397.4,54.973,8.0394,13.446,109.23,1806.3,7.5384,41.972,4.3816,42.38,0.87827,65.965,709.58,61.361,25.681,48.917,17.08,14.167,22.003,39.795,46.5,60.444,45.444,9.3333,7.9306,15.787,62.142,81.92,62.496,31.448,31.769,91.455,100.46,117.36,10.498,15.033,2.2794,88.162,91.54,1.5321,2.4636,36.391,6374.8,7.986,1824.4,4.4021,0.88421
